id,tweet,sentiment
2546,At this morning's envelope opening AAA-PBP Councillor Pilgrim Phelan accused opponents of ignoring a squashed tax proposal. #ge16,3
2547,Short-termism - the curse of Irish politics. Expect it in bucketfuls until the end of February,3
2548,"@joanburton carers do a 24/7 job and are worn out ,the government have ignored disability in Ireland too long . #DisableInequality #GE16",1
2549,.@harrymcgee True. But we do have lots of incredibly talented and dedicated volunteers :) #VoteGreen2016 #GE16,9
2550,"Yes @AnTaisce, let's make it a Department for #ClimateAction &amp; #ClimateJustice! #GE16  @MRFCJ",6
2551,REMEMBER the people @labour @FineGael have made #homeless at election time. It is SHAMEFUL #rtept #ge16 @alankellylabour @EndaKennyTD,0
2552,#disableinequality #GE16 End Discrimination &amp; make Ireland Fair for all @DisInequality #equal #rightsnotcharity,6
2553,"Great to see the pro jobs focus continue, let's keep the recovery going with Fine Gael #ge16 #allaboutjobs",10
2554,@AlexWhiteTD says Labour will push for new capital spending plan to increase renewables investment if part of next Gov #GE16 @reNEWS_,5
2555,"#GE2016: Water charges cap may be extended until 2021 -  \n\n'May be' - then full metered charges, massive charges.",4
2556,@OgraFiannaFail ... All Labour TD's must go... clearout sale!!!,3
2557,Ready and raring to go! #exercise #canvass #ge2016,10
2558,#Election2015 D\u00e1il earnings forward of ubiquitous election,5
2559,"The GVA for the mid West in 2012 was \u20ac27,464 compared to state average of \u20ac34,308. (Gross Value Added) #GE16 #Limerick",5
2560,"@festivegetable For sure, yeah. You can sort of match who you'd vote for in the US with an Irish candidate, though, so that could help.",6
2561,What have the #Ladyball and various election promises in comment ???? They both are aimed at the \soft touch\ market #ge16,2
2562,Small business owners discussing problem bringing in staff. Current visa system encourages employers to hire undocumented workers. #ge16,4
2563,Listen: The Floating Voter - Independent.ie's first political podcast for Election 2016 - Irish Independent,5
2564,"Kenny, desperate to stay in power will work with Michael Lowry  #GE16 #todaysor",2
2565,Cover of our #GE16 campaign and manifesto @TheUSI on @UCC @UCCSU @UCCExpress #MakeASmartVote,5
2566,We're ready to #MakeASmartVote and so are these guys and girls #GE16,9
2567,"Enda Kenny, 2011: \With universal health insurance everybody will have equal access\ #GE16 #thatsFineGaelness",2
2568,Learn about part of my vision for Kilkenny #GE16,7
2569,"Election will not be called before Labour conference, says Coveney\n\n#ge16 #ge2016",5
2570,Read our constituency profile on #ckse here #ge16,5
2571,Bullet found at Irish ruling party\u2019s convention as election looms,5
2572,Election Posters won't help you #MakeASmartVote for #ge16 .  Try  instead\n@TheUSI @SEIreland,6
2573,If only @DaraMurphyFG (digi-minister) thoought that online privacy/secutity was his remit! @FineGael #cblive #ge16,4
2574,A modern day Michael Lowry,2
2575,"@FineGael wants a coronation, not an election. Sorry Enda, but this is a republic. #GE16",1
2576,The people will not \rule out\ any chance to EJECT this lot #AgEndaOut \ud83d\ude2c\ud83d\ude2c -,0
2577,Same @FineGael bot is running both @campaignforleo &amp; @FitzgeraldFrncs accounts tonight. #GE16,3
2578,Real Change ! What not a lady amongst them !,4
2579,Action needs to be taken to bridge the pay gap between pre and post 2012 teachers and prevent a two-tier pay scale\n\n,3
2580,Great insight &amp; reflection on #GE16 @ProfTimBale speaking at @fiannafailparty #AF16,9
2581,Not sure a lobotomy this close to #ge16 is wise  @Finianmcgrathtd,1
2582,Hi @Billy_Timmins - will you #riseup4children &amp; commit to tackling child inequality? #GE16,5
2583,We're rising!\n#VotePbP #GE16,10
2584,Actually an excellent debate for #GE16 #twip,9
2585,#VoteTommy1 to abolish Irish Water and water charges #right2water #not1pipe #right2change #GE16 #DBN,8
2586,#patkennynt #todaysor #rtenews- #right2water #syriza unveil new banner for #ge16 campaign. Feet on street #jan23,5
2587,Enda lives in cuckoo land so much for all this honesty he promised A shameful disappointment its I was deluded,1
2588,#stability = Women kept in their place.,1
2589,@horseymatilda @fibromy @Independent_ie\nWatch the moment when Joan's head unbalances the boat.\n\n#IrishWater #siteserv #not1pipe #GE16 #Jan23,2
2590,Looking forward to seeing you at our stand later @gerryreynoldsfg #ge16 #fgaf16 #askabouthousing,7
2591,Seems @SocDems are dead to DSN et al - probably the best thing that could've happened to them ahead of #GE16,7
2592,"Newbridge based FF Cllr and #GE16  candidate, @Fiona_Kildare speaking now at #AF16 on the topic of housing .",5
2593,@kencurtin...  Just shows how powerful that kind of stuff is!  #GE16  #CandyCrushJelly #digitalmarketing,8
2594,Watching @EndaKennyTD from abroad talk sh**e about how cutting taxes will bring us all home. History repeats #GE16,0
2595,\Clear cohesive model needed when talking about the mental health issues\-@annwalshgreen \n#VoteGreen2016 #GE16,5
2596,Promoted himself for cushy private sector job when he gets ousted by Simon or Frances after election...,2
2597,Do #GE16 candidates know about #Health2020? Isn't access to good health services a priority?,4
2598,#EndaOUT to stop the fake \recovery\ of #Ireland.\n\n#GE16 #Right2change #MyHomelessFamily #wealthdivide #Right2Water,1
2599,Councillor and #GE16 candidate @hopkins_maura introducing Taoiseach @EndaKennyTD. #fgaf16,5
2600,That's tragic news about Brian Walsh @McConnellDaniel. The world mourns  #GE16,0
2601,"Lowry &amp; \sensible\ in the sane sentence, nearly choked",1
2602,Expect to hear most of those phrases used on doors by #ge16 canvassers!,5
2603,Support for Ireland's ruling coalition falls as election looms  #world #news,5
2604,Taoiseach @EndaKennyTD rolls up his sleeves as he prepares for #ge16 in message to supporters today,5
2605,No coronation for Enda. This is a republic. We can't afford 5 more years of FG arrogance #fgaf16 #ge16,1
2606,"The SocDems won't cut USC, but will abolish water charges and reduce bus fares  #ge16",5
2607,Well done to the Doggett Group for this eyesore. Just like #Renua policies...we should Dodge It\n#ge16 #vinb #cblive\n,0
2608,"The Tallyman's Campaign handbook, @noelwhelan 's dramatic predictions for election 2016 #GE16",5
2609,Ireland risks being next euro zone victim of political uncertainty  via @Reuters,4
2610,"Talking to us from a fridge, Fianna F\u00e1il Councillor Barnacles Bannon flatly rejected calls for a moratorium on monkeys. #ge16",4
2611,"@downgerd @cncpinky Yep, know that, but if it's a temp poster, councils just ask them to take it down, by then #ge16 will be over. #vinb",5
2612,GP candidate to contest #ge2016 in Clare. Candidate will be introduced at meeting in Corofin Co Clare Tues Jan 19,5
2613,ireland can and should\n #optout od #asylum\n#ge16 #migration,5
2614,"Cameron@1916 commemoration, why dont we ask nazis to attend holocaust memorials, no imperialists welcome here #SaveMooreStreet #1916 #GE16",0
2615,Bullet found at Irish ruling party\u2019s convention as election looms  #F4All,5
2616,"Whatever happens in #GE16, the turning point will be the Kenny/Tory speech at #fgaf16 which galvanised people like nothing b4. #EndaOUT",4
2617,"Finally, a photo of #JoanBurton s arse? :)   #EndaKenny #FineGael #FiannaFail #Ge16 #Labour #Gen16 #Eire #1916 #VinB",7
2618,@DemocracyinDone @linfar4563 @fiannafailparty they are bed buddies but coming out after #GE16,4
2619,I'm deep in Ireland. Vote YES on,6
2620,The Soc Dem team for #GE16 @SocDems #shouldiwearpurple,5
2621,And speak of the #GE16 canvass devil just had @labour at the door,5
2622,"agreed, it's madness",2
2623,Yes but the army council runs SF &amp; therefore  a vote 4 SF is  vote 4 the Army Council 2 run Ireland.,5
2624,An unusually non-grinning Richard Bruton (Blueshirt) speechifies about saving \our\ banks.\n#ge16 \n@gazzahead  ,2
2625,@broadsheet_ie @BreakfastNT Don't add up: FF/SF+10 Others:70 FF/Lab/SF:71 FG+Renua/SR+Others (half independents):72 #ge16,4
2626,"#Ireland Politico.eu | Ireland\u2019s big two parties fear rise of Sinn F\u00e9in - As an uncertain election approaches,...",4
2627,Excellent workshop today #GE16,9
2628,@MrJustinMac Definitely - the hard questions need to be answered... its not all a bed of roses!!! #GE16,3
2629,At the @DisInequality launch for #GE16,5
2630,"@AnMailleach FG 55-60 seats, SF 25-30 seats... Viable coalition. Need to hold back to sell this post #GE16",5
2631,#GE16 The  appears to punish wishy washy candidates. Opinions matter especially if you want to be a TD,4
2632,@mcdonoughnews she's Irish so I'd vote 'None of the above' \ud83c\udf40,5
2633,A new kind of politics #ge16 #ge2016,6
2634,Second-level teachers vote to strike over \u2018income poverty\u2019,5
2635,Tomorrow's front page highlights again how SMEs are not being looked after here. @SocDems would change that! #ge16,4
2636,Now @sndmoore with her experience seeing first hand problems in Kenya #ge16 #VoteGreen2016,5
2637,Don't say you haven't been warned Ireland.You have a chance to cast a Vote on @EndaKennyTD @FineGael and @labour soon. Vote them OUT,4
2638,Who is going to introduce the #SDGs in the #GE16 debate? A question coming from #Davos2016 !,5
2639,Thank you Senator Wilson for signing our #ge16 pledge today #af16 #askabouthousing,7
2640,@williamhboney1 \nNah  ... He's a nice guy but seems to have been misled.\n#politicians #ge16,4
2641,Large crowd for launch of Tallyman's guide to #GE16 by @noelwhelan greeted to hilarious speech by Sean O'Rourke,9
2642,After Enda's disappointing retort in Davos earlier Could this be the EnDavos? #BoomBoom @EamonMelia @cncpinky #FGLab #GE16 #WishfulThinking,4
2643,Another cop out by our government for the environment  #GE16,2
2644,"Here at the @Gen_Dublin where @Paschald campaign launch is about to kick off. Fantastic facility, highly recommend for future events. #ge16",10
2645,Live at today's rocket launch Labour Senator Karpos Donohoe flatly rejected calls for a night of reckless abandon. #ge16,4
2646,@rtenews @thisweekrte @rtenews if Irish people are dumb enough to vote Lowry in to the dail in the first place....and unfortunately they are,0
2647,Martin giving speech of an opposition leader when he should be acting like a Taoiseach in-waiting. Shockingly bad. #ge16 #af16,1
2648,Joan Burton's body language  says it all.  Roll on GE16 and we can get rid of these parasites #vinb,0
2649,FG aren't going to get the free ride in #GE16 they're expecting. \n#MyHomelessFamily,2
2650,#FineGael have launched their #GE2016 manifesto; includes radical plans for the arts.,5
2651,@IzzyKamikaze Sadly it is not changing in time for #GE16 @berkieahern @Tadhg_Williams @CathMurphyTD,3
2652,Absolute hatred towards FG proven as #EndaOUT trends during #fgaf16. Looks like our media are wrong when they tell us FG will win #GE16,2
2653,#repealthe8th  groups setting up all over the country - people power ! \n#GE16,9
2654,"Good morning @FineGael, just a reminder that the electorate remember broken promises #ge16 #keepthe8th",3
2655,NO stopping this Recession. Will you vote for TROIKA parties @FineGael &amp; @Labour or #Stability &amp; #Equality #GE16,2
2656,Looks like my fellow Portobellonians are turning purple for @Glenna_lynch and the @SocDems #purplepeople #socdems #GE16 #portobello,6
2657,"If I were a hopeful looking for a Senate seat for the NUI (or even for College), however hopelessly, I'd mute rather than unfollow.\n#ge16",4
2658,"That's odd; when I think of Lucinda, I think of dark, desolate times when women have no control over their own wombs",0
2659,@LmkFeminist Here for ur gender quotas nonsense..did Thatcher need em? Here something to think about..#FemGen #GE16,1
2660,@CarlWidger are you thinking of running in #GE16 #INSOMNIA,5
2661,"Imagine if #ge16 had twitter rules, the most likes gets elected, and the very dodgy candidates get blocked - wonder who would win?",6
2662,@SandraNaughton_ Thanks for the follow sandra. Check out my GE16 website,8
2663,"Let's add #mentalillness and #Suicide rates, \nWhy the delay in releasing the #GE16 date?\nToo afraid of #hometovote",2
2664,\We are ready for #ge16!\\n - @brianhayesMEP in full form at #fgaf16,9
2665,"Get ready for #GE16 with #dail voting records, poll analysis, voter-candidate policy matches &amp; social media tracking ",6
2666,"Bohemian Rhapsody \n@sinnfeinireland\nCaught in a landslide,\nNo escape from reality \n#GE16",3
2667,In global study #Ireland ranks 126th out of 140 nations for 'bank soundness'  No surprise. #GE16 @BofA_News,4
2668,@SocDems 14 candidates.... The country should know in advance what you will give up during any programme for government negotiations #GE16,5
2669,\u00c1ine pretending to be tough with our supreme liar Kenny but all cosmetic &amp; everyone knows it. People sick of #RTEbias Roll on #ge16 #twip,0
2670,.@MarkDearey We need a tax strategy that provides resilience.  Local needs must be met by local goods &amp; services. #VoteGreen2016 #GE16,7
2671,Enda Kenny 2009: \Politics is broken in this country...we have to fix the political system\ #GE16,2
2672,I have an open mind on #GE16 but I did not find speech by .@MichealMartinTD  at #AF16 very convincing or credible.,2
2673,Nice endorsement to start: \you deserve to get in\ #GE16,9
2674,Not being ageist but an 85 year old running for election is absolutely futile. #IanMcGarvey #GE16,3
2675,We have the potential to increase tourism including rural tourism &amp; to connect to the Wild Atlantic Way #GE16 #Limerick,8
2676,The @irishtimes @thejournal_ie @NewstalkFM @todayfm and @rte talk #GE16 this coming Wednesday. Book your seat via,5
2677,#news Irish election imminent but can't prejudge a win: PM  #til_now #CNBC,5
2678,Well it doesn't get any more blatant than this...\fuck the poor\ say Fine GAel #NoAlarmsandNoSurprises #GE16,0
2679,"After you read that @EndaKennyTD 's seventeen backroom staff earn 1.4m pa, then read this! #GE16 #blankets",1
2680,"Usual run of pre election appointments, like handing out sweets to the lads @LCreighton #shameful #GE16",1
2681,Sorry @kencurtin - you lost my vote in #GE16 #disableinequality,1
2682,29 women running for @FineGael in #GE16:the biggest group of women to run for #D\u00e1il election for any #makinghistory #fgaf16 @women4election,7
2683,RedC @sundaybusiness poll says 60% of voters want a change of Govt. All to play for! #GE16,5
2684,"ta, so this is proof of #RTEbias \n#RTE the government funded NEWS (sic) for #GE16\n@TheKavOfficial",2
2685,"Take notice: the twitter account @Populistwatch1r is not the official Populist Watch Ire account, @PopulistwatchIr.\nAll about jobs.\n#ge16",4
2686,@harrymcgee Greens are realistic in expectation for #GE2016 our planning energy &amp; transport policies will serve generations #Votegreen2016,8
2687,Passive house is ALREADY BUILT as social housing in the Uk #ge16 - we could do this,6
2688,Hard to believe nearly 1 in 4 people want families to go through that.,3
2689,"@joanburton 'Tsunami of hate and invective', what on earth do you expect? #homelessness #CrappyHealthCareSystem #OutOfTouch #GE16 #CantWait",0
2690,#PatRabbitte get back down your #rabbithole \isn't that what you tend to do during an #election\ #GE16 #EndaOUT,1
2691,"Speaking at a school in Swords, Social Democrats TD Simon Le Bong said we could learn a lot from a ban on hairy foreigners. #ge16",4
2692,@IzzyKamikaze @geraghty040 @gerry_deane @Kony_2016_ not if its an election poster according to @sdublincoco #GE16,5
2693,Hope to see you at our stand later @murphyeoghan #ge16 #fgaf16 #askabouthousing,6
2694,Taoiseach will not reveal election date tonight via @RTENewsNow #Ireland,5
2695,@DonaldClarke63 choice is yours - this could help:\n,6
2696,#prolife will vote Fine Gael and Fianna Fail as NO commitment #repealthe8th\n@CoraSherlock @MaryFitzgibbon @campaignforkate @LCreighton #ge16,4
2697,#corkEAST (4) #forecast #ge16\n\n2 #fg + 1 #ff + 1 #sf \n\n@davidstantontd @TomBarryTD @kevinokeeffeff @PatBuckley \n\nTop #ind mary linehan foley,5
2698,Hear #Cork North West candidate @CormacTienkai say why you should #VoteGreen2016  @GreenParty_IE #GE16,6
2699,60% - #EndaKenny's success rate of taking the first seat in #Mayo elections #GE16,5
2700,We are  a republic not a dictatorship the people will decide we elect our leaders we don't crown them #GE16,2
2701,The best way to get #burtonout is to vote for @RuthCoppingerTD in #dubw + convince friends and family that live here to do the same #ge16,7
2702,"At a press conference today, AAA-PBP candidate Brigid McShame said much could be learned from a ban on hairy foreigners. #ge16",4
2703,@rte gives platform to #climatechange deniers but excluded @greenparty_ie from #GE16 debates. Shocking! #VoteGreen2016,1
2704,@barbarascully well said B. wish u were standing in my area as  ex @labour voter looking for a new home #GE16,8
2705,"He accepts responsible, right so fuck off take your #cult with you and give us our #ge16 #vinb",0
2706,it wouldn't be the most misleading thing they've done!! #SocDems #GE16,2
2707,"Loads of questions abt 8th amendment, childcare, local planning &amp; housing on the doors across #DublinCentral &amp; support for @Paschald #GE16",6
2708,"@psneeze Who are these 70,000 he wants to bring home? There aren't enough jobs or homes for the, eh, present electorate. #GE16",2
2709,@immigrationIRL @DilW @DorasLuimni @ENARIrl @NascIreland @NWCI @ROIsaysno @SIPTU you want to put Muslim migrants in ghost estates? #ge16,3
2710,Here's what #Green Party members were up to this weekend #GE16 #rtenews,5
2711,Thought that just went through my head 'ooh that's exciting a podcast about the Irish general election' it's amazing I have friends really,8
2712,Prep well underway for campaign launch tonight #GE16 @DessieEllisTD @MaryLouMcDonald,8
2713,The only way to fund the health service is to demand a unilateral write down of the bankers debt #peoplesdebate #PBP #GE16 #VinB,4
2714,Hear #Cork North Central candidate @Oliver_Moran say why you should #VoteGreen2016  @GreenParty_IE #GE16,6
2715,Get this trending #AgEndaOut Seeing that they have taken down or banned #EndaOut,2
2716,.@CathMurphyTD @caulmick still think your purple would go well alongside a #Right2Change logo. The movement wants unity for #GE16,7
2717,@ecoartnotes Hi - could you share this street meditation #climatechange #ge16 event?,5
2718,Great night out on the doors...although the cold was clearly getting to the photographer :-) \n#GE16 \n#dublinbaysouth,8
2719,@mrsims82 Kilkenny/Carlow. Can't wait for #ge16,9
2720,use ur vote wisely in #ge16. The price paid by the most vulnerable is unacceptable.This is not recovery. This is sacrifice #MyHomelessFamily,1
2721,Assistive tech provider asked @TomClonan to pick 3 curriculum subjects only to make accessible for his son #disableinequality #GE16,4
2722,"Developer could challenge Banking Inquiry's report, potentially delaying General Election",4
2723,\#RenewableEnergy is a tool for a rural development\- #Tipperary candidate @GearoidFitzG #VoteGreen2016 #GE16,6
2724,"Smartvote result on zero hour contracts in Waterford #GE16 , 5 against are against, 3 are on the fence  .",5
2725,Courts will not turn a blind eye to abortion - we must take the law into our own hands #RepealThe8th #GE2016,3
2726,Make #Cologne an election issue for Ireland. Women's safety must be prized!! Allison Pearson,4
2727,@TweetMmmTheatre #FineGael have launched their #GE2016 manifesto; includes radical plans for the arts.,5
2728,The media is \u00f2wned by FG interests. They want FG propped up by ANYONE,1
2729,Confused about the Irish General Election? Take the test to find which candidate shares your values. #GE16,6
2730,"Supporting this #EarlyYears @StartStrongIrl #GE16 campaign on Affordability, Quality, &amp; Accessibility this morning",8
2731,Former Fianna F\u00e1il TD 'loses hunger for politics' and decides not to run in General Election  ,5
2732,@UnaMullally Hi Una. Hope you can make it to the launch of @ONAIreland for an election special. RSVP via  \u00c1ine,6
2733,That Earn Our Vote elderly group is on Twitter by the way - @EarnOurVote16 #greyvote #ge16,5
2734,"Cuting taxes, supporting workers &amp; delivering efficient public services #GE16 #Carlow #Kilkenny",7
2735,Ireland's Rebound Is European Blarney  #GE16,2
2736,Fear of Change &gt; or &lt; Actual Change? #Ge16 It's about self respect. #jan23,2
2737,We're not ruling anyone in or out ahead of #ge16,5
2738,Bloated voter register raises the risks of electoral fraud  via @Independent_ie report,3
2739,@WildIreland Hi - could you share this street meditation #climatechange #ge16 event?,5
2740,"Not to mention IW and LPT tax, etc.! #GE16 Vote left.!",4
2741,Who should you consider voting for in the General Election next month? #GE16 Take the test based on 30 answers...,5
2742,@joanburton That you are party to an illegal process to institute criminal proceedings against children will weigh heavily on you in #GE2016,2
2743,Q&amp;A shows how clueless Irish politicians are about the consequences of the #climatechange #wef #VoteGreen2016 #GE16,1
2744,So @cooper_m #Chumocracy #Enda interview proved my point. #GE16 &amp; #theleastworstoption lie. pls share \n,0
2745,So @campaignforleo comes to town Tues to launch @PatDeeringTD #GE16 campaign &amp; typically @R2HousingCWKK @R2ChangeCWKK protest. #Dopes,1
2746,Homelessness is an fg policy #EndaOut,0
2747,@irishexaminer so it looks like new variants of #scambridge is on the way #GE16,1
2748,"@NewstalkFM #ge16 Min.Lynch not mentioning Mental Health,her area. In youth area 2Children per school can only be seen by NEPS. #DIGNITY",3
2749,#cblive do homeless ppl even get to vote in #ge16  ??  without an address I bet not,3
2750,@pppolitics any ETA on when the last few constituencies will be up on the site for #ge16 ?,5
2751,@AodhBC in DBN @averilpower @AodhanORiordain @OCallaghanCian Michael McDonagh @horganjonesjane jump to mind #dubbn #ge16 #marref,5
2752,ICYMI Sligo on Sunday 7pm \u2013 #GE16 launch @MacManusChris with @MaryLouMcDonald #JoinTheRising #BetterWithSinnF\u00e9in,7
2753,Remember that guys its your vote your choice who you vote for is your own business #GE16 #fgaf,6
2754,Our #ge16 candidate tracker @thejournal_ie is gawgeous. Here's desktop but go mobile for the shiniest experience ;),10
2755,I have a direct democracy whackaloon running in Ge16. Any questions in case they darken my door?,0
2756,Martin left red-faced over senator's misquoting claim,2
2757,If only this was shocking...\n#IBRC inquiry &amp; #BankingInquiry - tax payer funded shams to impress voters.\n#GE16,1
2758,"Yes, and Fine Gael followed with Australia - two cheeks of the one arse.\n#twip #GE16",0
2759,Not to mention the \u20ac\u20ac\u20ac's burned on \Private Polling\ and \Behavioural Profiling\. Disgusting. #GE16,1
2760,Fine Gael-ness for you..wants to deny history ......Bruton wary of Army's 1916 school visits  via @Independent_ie,2
2761,\The job isn't complete\ because @endakennytd and @finegael half-arsed it! Delusional. #EndaOUT #GE16,0
2762,Invigorating day with GE16 candidates @WomensManifesto today me and @jonnyfallon,9
2763,@brianhayesMEP now addressing the meeting on the forthcoming #GE16 #ArdFheis16,5
2764,Thousands fill the halls at @fiannafailparty's Ard Fheis. Preparing to fight for a fairer recovery in #GE16. #af16,8
2765,.@FitzgeraldFrncs commits 'We reopened the Garda College in Templemore &amp; won't let it close again!' #fgaf16 #GE16,5
2766,.@CormacDevlin concludes remarks by asking supporters to give him their 1st pref. vote &amp; continue support for Mary Hanafin #GE16 #DEV4DL,5
2767,Shatter has that special trait common to many politicians: not knowing when they're not wanted.,2
2768,"* I think I'll go into politics*  *Well, you know you'll be grilled by Richard Crowley*. *Okay forget it then* #GE16 @thisweekrte",3
2769,#Vinb Enda get out NOW #finegael #ge16,0
2770,"List of #GE16 candidates pledging support for 800,000 Irish with brain conditions  Get added",5
2771,Thank God the fascist sub-BNP cretins @AitheantasEire are too thick and incompetent to ever get elected.  #GE16,0
2772,#Vinb is as bad as #RTEbias recently. All on election mode. The establishment fear change. #GE16,1
2773,See the great motivation to drive on to a better future - is the belief things can be and WILL BE better #ge16,10
2774,This is why we need reform of TD's salary &amp; expenses - key to @gearoid4green #ge16 campaign,4
2775,The official @rtenews Twitter account for Election 2016 information on Meath West #mhw #ge16,5
2776,The aftermath of #fgaf2016 leader's speech - @EndaKennyTD (#ge16),5
2777,Following the General Election - Check out the daily updates on  @irishexaminer #GE16,5
2778,"Also rejected by FG/Lab: disability, language and cultural rights. They don't believe any of these should be in our constitution. #GE16",3
2779,Leaflet from ken Smollen -Irish Democratic Party- Offaly #ge16,5
2780,I wish you all the luck in the #GE16 hope @SocDems can change the landscape,9
2781,Enda Kenny says he was never a member of the Michael Lowry and he wants to see all the Michael Lowrys taken out of Irish politics... #GE16,4
2782,"@RTEtvdocs @RTEOne really glad to see this.  #GE16 needs to hear their voices, and ours. It's a disgrace the way these families are treated",8
2783,We wont pay- hit them on election day. Cllr Michael O'Brien spoke today at #Right2Water protest. #dubbn #dubw #ge16,2
2784,Plenty of room for growth in China: GE #GE16 #DavosWEF #SpecialReports #Politics #US:News,5
2785,Garda numbers in an Irish election is like a border wall in a Republican primary. \My wall will be 50ft high!\ \Wimp! Mine'll be 100ft!\,2
2786,"BREAKING: Taoiseach @EndaKennyTD says he will NOT announce date of #ge16 this evening, adding date is irrelevant, choice is important #ntfm",5
2787,Shane F\u00e9in: an excellent name coined by the Sunday Times for the rackety Shane Ross Faction. \n#GE16,2
2788,"Alan Kelly would have to canvass with Jesus, Mother Teresa &amp; the Dalai Lama to have any hope  of getting re-elected. #ge16",2
2789,Ardfheis hears about Irish language group's call not to vote for Fine Gael: Dublin Bay North delegate Jeff Joh...,5
2790,Big wave surfer /eco farmer turning green politician?  Nice!,9
2791,Minister Noonan himself admits risk to Ireland should #QuantitativeEasing be stopped. Watch here:  #GE16 #debtburden,4
2792,Look forward to seeing you at our stand @noelrock #fgaf16 #ge16 #askabouthousing,6
2793,"It's hot air Se\u00e1n, get over it' - Niall McMonagle\nThe #GE2016 was it? #Todaysor \n\nNo, #KingLear &amp; that poor Cordelia!!!!\n#Shakespeare",3
2794,I think Ruairi didn't really understand what he was signing. It's the kind of thing you do in an election.\n #GE16,3
2795,I can safely say these young people did a brilliant job influencing #GE2016 candidates to #InvestInChildhood today,10
2796,I'd rather never knock another door than vote to support a coalition deal with #Lowry #GE16,3
2797,I wish her nothing but luck but surely that will interfere with the flight path to Dublin Airport?,7
2798,@geraldinefitzg And now they want us to pay for it again &amp; again &amp; again. #IrishWater #siteserv #not1pipe #no2iw #Jan23 #GE16,2
2799,Heading up to Dublin tomorrow on 6am big blue fun bus aka @aircoach for @SocDems manifesto launch *feels like kid on Christmas Eve* #GE16,9
2800,"\This government did not sit on it's hands, it restored the economy\ @KathleenLynchTD \n@NewstalkFM #GE16 #CKNC",8
2801,"@popelancaster Understandable. That's your personal view, yes? The Ireland vote showed that even Catholicism is embracing it.",7
2802,Right - lets sort this all out at #ge16 - #EndaOUT,2
2803,"M\u00edche\u00e1l Martin has forgotten #fiannafail introduced USC, cut+ then reversed cuts on OAP's &amp; put plans in place for #irishwater #GE16 #af16",1
2804,Phil Hogan 2010: \more checks and balances for cabinet ministers..in the decision-making process\ #GE16,2
2805,@TodaySOR labour have crossed over to the darksidw. @RuthCoppingerTD with the quote of the election so far. #GE16 single figure wipeout due.,2
2806,#GE16 candidates are coming off the fence on  \nStudents are ready to #MakeASmartVote @TheUSI,7
2807,"If more of the same isn't good enough, then please vote for change \u2013 @RoisinShortall #socdems #GE16",6
2808,The legitimate #SinnFein denouncing #FiannaFail and Clann na Poblachta for accepting the 26 county parliament #ge16,5
2809,The official @rtenews Twitter account for Election 2016 information on Dublin Rathdown #dubrd #ge16 #election2016,5
2810,THIS IS THE REAL INSULT OF @FineGael  TO THE IRISH PEOPLE.... YOUR PRETEND RECOVERY FOR WHO ? #vinb #todaysor #GE16,0
2811,"@PatDeeringTD  please pledge your support for people with neuro conditions  #GE16 #800,000minds #nai #2016election",6
2812,".@NiamhPuirseil And the award for most spurious \public meeting\ in #ge16 so far goes to Colm Brophy, FG, #dubsw , for \Meet the Candidate.\",1
2813,At Jennifer Murnane O'Connor's public meeting on Carlow Town Rejuvenation #ge16,5
2814,I will give my #1 vote to the party promising to end this vicious cycle of February elections. #soggy #GE16,3
2815,"ICYMI: With #ge16 around the corner, RT\u00c9 News Now has launched on Sky Ireland. We can be viewed on channel 578.  Tune in!",6
2816,Thank you @DonegalHour really appreciate the support great page\n#PaddyHarte #Harte4TD #Donegal #GE2016,10
2817,I've nearly passed an egg laughing at that one.,9
2818,You promised a bail out but you sold us out #fgaf16 #EndaOUT #GE16 #PBP plan B was there u choice to line the banks pockets instead traitor,0
2819,"In the last year, we've heard many reasons why #mentalhealth should be on #GE16 agenda. #ourstateofmind",6
2820,"All set for another canvass in Knocknacarra, great response so far. Meeting plenty of former colleagues from my Aviva days #GE16 #Galway",9
2821,"@SvtigerStephane @LesleyLkkirwan @Castletonian @LorHiggins @labour shows  voters they are going after, and it int me exlifelong lab. #GE16",5
2822,"@lawkercai Hi, could you share this street meditation #climatechange #ge16 event?",5
2823,@SvtigerStephane @LesleyLkkirwan @Castletonian @LorHiggins @labour  the scarf is probably knock off like @labour #GE16,2
2824,"If you can't pick up on the simple solution in front of you, you don't deserve to be elected #Ge16",1
2825,Hope to see you at our stand later @podonovan #ge16 #fgaf16 #askabouthousing,6
2826,"Out speaking with some constituents in Pinocchio's Ranelagh, earlier this morning. #GE16",5
2827,"@ireland this might help also, we've created a open database of #GE2016 candidates available here",6
2828,"Enda Kenny, 2011: \team of people that the FG party have is the best..competent, professional,efficient people\ GE16 ",2
2829,"Politicians make promises during an election that they have no intention of keeping, to paraphrase P Rabbitte  #GE16",1
2830,Kenny under pressure over accommodation for homeless  via @Independent_ie,4
2831,"Fornication, a great evil in this degraded age.\n \n#ge16",1
2832,Satirical Tweet from Parody Account?\n#GE16 Keep the Spin Recovery Going,2
2833,@Castletonian perhaps the other 'tiers' might be added coming up to #GE16 in the form of promises anyway  @jaynemaura1,2
2834,"Great canvas in Callan tonight, very positive response @CllrPaddyMcKee @RENUAIreland #GE16",10
2835,Check out @DLFineGael's #GE16 candidate @MariaBaileyFG's profile on @thejournal_ie,5
